Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1_1,Internal,Alert types,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Build,Chipset,GPU,Models,NFC,Charging,SAR,5G,Triple,Dual,Features_1,Performance,Display,Camera,Loudspeaker_1,Battery life,Quad,Audio quality,Triple_1,Keyboard,Languages
b'samsung',b'Samsung B210',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-b210.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, September. Released 2009, March'",b'Discontinued',b'110 x 44 x 11.9 mm (4.33 x 1.73 x 0.47 in)',b'75 g (2.65 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.77 inches, 9.9 cm2 (~20.4% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',b'No',"b'Yes, up to 500 entries'","b'30 dialed, 30 received, 30 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'Proprietary',b'',b'SMS',b'No',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Mobile Tracker 2.0 Indian calendar Organizer Voice memo Predictive text input',b'Up to 590 h',b'Up to 8 h 45 min',,b'Black',,b'Class 10',b'No',b'Removable Li-Ion 850 mAh battery',b'480 KB',,,,b'0.76 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung M3510 Beat b',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-m3510.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, September. Released 2009, January'",b'Discontinued',b'109 x 46 x 9.9 mm (4.29 x 1.81 x 0.39 in)',b'68 g (2.40 oz)',b'Mini-SIM',"b'TFT, 16M colors'","b'2.0 inches, 12.4 cm2 (~24.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'","b'microSD (dedicated slot), 1 GB included'","b'1000 contacts, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',,b'Yes',,,b'Yes',b'Yes',b'No',"b'2.0, A2DP'",b'No',"b'Stereo FM radio, RDS, recording'",b'2.0',b'Accelerometer',"b'SMS, MMS, Email, Push E-Mail, IM'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'GSM 850 / 1800 / 1900 for Americas',b'',b'Up to 250 h',b'Up to 5 h',b'Up to 19 h 30 min',"b'Black, White'",b'About 110 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 800 mAh battery',b'40 MB',,,,b'0.52 W/kg (head)',,,,,,,,,,,,b'0.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.31 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung M200',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-m200.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, September. Released 2009, January'",b'Discontinued',b'107.6 x 45.6 x 12.9 mm (4.24 x 1.80 x 0.51 in)',b'',b'Mini-SIM',"b'TFT, 65K colors'","b'1.9 inches, 11.4 cm2 (~23.2% screen-to-body ratio)'",b'128 x 160 pixels (~108 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'30 dialed, 30 received, 30 missed calls'",b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',"b'FM radio, recording'",b'2.0',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'No',b'MP3/e-AAC+/WMA player MP4/3GP player Organizer Voice memo Predictive text input',b'Up to 300 h',b'Up to 3 h',,b'Black',b'About 90 EUR',b'Class 10',b'No',b'Removable battery',b'20 MB',,,,b'0.82 W/kg (head)',,,,,,,,,,,,b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 0.35 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung P270',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-p270.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, September'",b'Discontinued',b'99.5 x 49 x 15.9 mm (3.92 x 1.93 x 0.63 in)',b'',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.2 cm2 (~31.2% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'microSD (dedicated slot)',"b'1000 entries, Photo call'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b/g',"b'2.0, A2DP'",b'No',b'No',b'2.0',b'',"b'SMS, MMS, Email'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'No',b'UMA support MP3/AAC/WMA/MP4 player MP4/3GPP/H.263 player Photo editor Organizer Voice memo Predictive text input',b'Up to 150 h',b'Up to 4 h',,b'Black',b'About 80 EUR',b'Class 10',b'Class 10',b'Removable battery',b'20 MB',,,,b'0.60 W/kg (head)',,,,,,,,,,,,b'0.23 W/kg (head) \xc2\xa0 \xc2\xa0 0.39 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung B2700',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-b2700.jpg',b'GSM / UMTS',b'GSM 850 / 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2008, September. Released 2009, January'",b'Discontinued',b'115 x 52 x 18 mm (4.53 x 2.05 x 0.71 in)',b'114 g (4.02 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 11.4 cm2 (~19.0% screen-to-body ratio)'",b'176 x 220 pixels (~148 ppi density)',"b'microSD, up to 8 GB (dedicated slot)'",b'1000 entries',b'Yes',b'2 MP',,b'CIF@15fps',,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',"b'Stereo FM radio, RDS'",b'2.0',"b'Compass, altimeter'","b'SMS, MMS, Email, RSS reader'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'IP54 splash proof Flashlight',b'Wallpapers',b'Up to 350 h',b'Up to 5 h',,"b'Black, Blue'",b'About 150 EUR',,,b'Removable Li-Ion 1300 mAh battery',b'26 MB',,,,b'1.00 W/kg (head)',,,,,,,,,,,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 0.49 W/kg (body)',,,,,,,,b'Voice 81dB / Noise 75dB / Ring 82dB',,,,,,
b'samsung',b'Samsung F268',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-j770.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, August. Released 2008, August'",b'Discontinued',b'99 x 48.6 x 14.8 mm (3.90 x 1.91 x 0.58 in)',b'96.5 g (3.39 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.1 inches, 13.9 cm2 (~28.8% screen-to-body ratio)'",b'176 x 220 pixels (~134 ppi density)',"b'microSD, up to 4 GB (dedicated slot)'","b'1000 entries, Photo call'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',,b'Yes',,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',b'No',b'2.0',b'',"b'SMS, MMS, Email'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'No',b'MP3/AAC/WMA/MP4 player MP4/3GPP/H.263 player Photo editor Organizer Voice memo Predictive text input',b'Up to 200 h',b'Up to 3 h',,b'Black',b'About 100 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 880 mAh battery',b'16 MB',,,,b'0.24 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung T109',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-t109.jpg',b'GSM',b'GSM 850 / 1900',,,"b'2008, October'",b'Discontinued',b'89 x 45 x 20 mm (3.50 x 1.77 x 0.79 in)',b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.85 inches, 10.8 cm2 (~26.9% screen-to-body ratio)'",b'128 x 160 pixels (~111 ppi density)',b'No',"b'300 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'1.1',b'',"b'SMS, EMS, MMS, IM'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'External monochrome display(96 x 96 pixels)',b'No',b'Up to 240 h',b'Up to 4 h',,b'Black and Green',b'About 40 EUR',b'Class 10',b'No',b'Removable Li-Ion 800 mAh battery',b'3 MB',,,,,,,,,,,,,,,,b'0.80 W/kg (head) \xc2\xa0 \xc2\xa0 0.70 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung E200 ECO',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e200-eco.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, August. Released 2008, August'",b'Discontinued',b'108 x 45.6 x 9.9 mm (4.25 x 1.80 x 0.39 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.7% screen-to-body ratio)'",b'176 x 220 pixels (~157 ppi density)',b'microSD (dedicated slot)',"b'1000 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',b'Stereo FM radio',b'1.1',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Made of eco-friendly materials MP3/AAC/AAC+ player  Predictive text input Organizer Voice memo',,,,b'Black and Green',b'About 60 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 770 mAh battery',,,,,b'0.59 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung D980',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-d980.jpg',b'GSM',b'GSM 900 / 1800 / 1900 - SIM 1',,,"b'2008, August. Released 2008, October'",b'Discontinued',b'97.5 x 55 x 16.3 mm (3.84 x 2.17 x 0.64 in)',b'117 g (4.13 oz)',b'Dual SIM (Mini-SIM)',"b'TFT resistive touchscreen, 256K colors'","b'2.6 inches, 20.9 cm2 (~39.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'","b'microSD, up to 2 GB (dedicated slot)'","b'1000 entries, Photocall'","b'30 received, 30 dialed, 30 missed calls'","b'5 MP, AF'",b'LED flash',b'320p@15fps',,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',b'FM radio',b'2.0',b'',"b'SMS, EMS, MMS, Email'","b'WAP 2.0/xHTML, HTML (NetFront 3.4)'",b'Yes',"b'Yes, MIDP 2.0'",b'GSM 900 / 1800 / 1900 - SIM 2',b'No',b'Up to 200 h',b'Up to 3 h',,b'Black',b'About 180 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 1200 mAh battery',b'45 MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.41 W/kg (head)',,,,,,,,,,,,b'1.15 W/kg (head) \xc2\xa0 \xc2\xa0 0.39 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung B510',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-b510.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, September. Released 2008, December'",b'Discontinued',b'95 x 46.5 x 18.4 mm (3.74 x 1.83 x 0.72 in)',b'93 g (3.28 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.77 inches, 9.9 cm2 (~22.3% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',b'No',"b'500 entries, Photocall'","b'30 dialed, 30 received, 30 missed calls'",,,,,,b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',b'FM radio',b'2.0',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Predictive text input Organizer Voice memo',b'Up to 300 h',b'Up to 3 h',,"b'White, Silver, Purple'",b'About 80 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 800 mAh battery',b'4 MB',,,,b'0.62 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung E215',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-e215.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, August. Released 2009, Q1'",b'Discontinued',b'90.6 x 44.7 x 17.9 mm (3.57 x 1.76 x 0.70 in)',b'89 g (3.14 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)'",b'128 x 160 pixels (~102 ppi density)',"b'microSD, up to 2 GB (dedicated slot)'",b'Yes',"b'30 dialed, 30 received, 30 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',"b'Stereo FM radio, RDS'",b'2.0',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'","b'Second external 65K CSTN display, 96 x 96 pixels, 1.07 inches'",b'No',b'Up to 360 h',b'Up to 6 h',,b'Black',b'About 80 EUR',b'Class 10',b'No',b'Removable battery',b'12 MB',,,,b'0.98 W/kg (head)',,,,,,,,,,,,b'1.04 W/kg (head) \xc2\xa0 \xc2\xa0 0.34 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung B130',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-b130.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, September. Released 2008, December'",b'Discontinued',b'104 x 43.5 x 16 mm (4.09 x 1.71 x 0.63 in)',b'67.5 g (2.36 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.52 inches, 7.5 cm2 (~16.5% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~119 ppi density)'",b'No',b'200 entries',"b'30 dialed, 30 received, 30 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary (charging only)',b'',"b'SMS, EMS'",b'WAP 2.0/xHTML',b'No',b'No',b'No',b'Organizer Predictive text input',b'Up to 250 h',b'Up to 6 h',,"b'Black, White, Red, Gray'",b'About 30 EUR',b'Class 10',b'No',b'Removable Li-Ion 750 mAh battery',b'400 KB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.65 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung i8510 INNOV8',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i8150.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 7.2/0.384 Mbps',"b'2008, July. Released 2008, September'",b'Discontinued',b'106.5 x 53.9 x 17.2 mm (4.19 x 2.12 x 0.68 in)',b'136 g (4.80 oz)',b'Mini-SIM',"b'TFT, 16M colors'","b'2.8 inches, 24.3 cm2 (~42.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',"b'480p@30fps, 320p@120fps'",b'Videocall camera',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g, DLNA'","b'2.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'microUSB 2.0',b'Accelerometer',,"b'WAP 2.0/xHTML, HTML'",,,b'HSDPA 850 / 1900 - American version',b'Optical trackpad',b'Up to 310 h (2G) / 330 h (3G)',b'Up to 8 h 30 min (2G) / 2 h 30 min (3G)',,b'Black',b'About 200 EUR',,,b'Removable Li-Ion 1200 mAh battery',"b'8/16 GB, 128 MB RAM'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.41 W/kg (head)',"b'Symbian 9.3, Series 60 rel. 3.2'",b'330 MHz ARM 11',,,,,,,,,,b'0.28 W/kg (head) \xc2\xa0 \xc2\xa0 0.50 W/kg (body)',,,,,,,,b'Voice 78dB / Noise 75dB / Ring 77dB',,,b'Noise -87.6dB / Crosstalk -84.6dB',,,
b'samsung',b'Samsung S7330',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-s7330.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'HSPA 3.6/0.384 Mbps',"b'2008, July. Released 2008, September'",b'Discontinued',b'104.8 x 49.4 x 13.9 mm (4.13 x 1.94 x 0.55 in)',b'110 g (3.88 oz)',b'Mini-SIM',"b'TFT, 16M colors'","b'2.2 inches, 15.0 cm2 (~29.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'","b'microSD, up to 8 GB (dedicated slot)'","b'1000 entries, Photo call'","b'30 dialed, 30 received, 30 missed calls'","b'3.15 MP, AF'",b'LED flash',b'Yes',b'CIF videocall camera',b'',b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',"b'Stereo FM radio, RDS'",b'2.0',b'',"b'SMS, EMS, MMS, Email'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Navigation panel',b'MP3/AAC/eACC+/WMA player MP4/H.263/WMV player Predictive text input Organizer',b'Up to 350 h',b'Up to 7 h',,"b'Soul-Gray, Noir Black'",b'About 90 EUR',,,b'Removable Li-Ion 880 mAh battery',b'35 MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.52 W/kg (head)',,,,,,,,,,,,b'0.37 W/kg (head) \xc2\xa0 \xc2\xa0 0.58 W/kg (body)',,,,,,,,b'Voice 75dB / Noise 68dB / Ring 82dB',,,b'Noise -85.4dB / Crosstalk -85.7dB',,,
b'samsung',b'Samsung i740',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i740.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, July. Released 2008, October'",b'Discontinued',b'107 x 59 x 13.9 mm (4.21 x 2.32 x 0.55 in)',b'100 g (3.53 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'2.8 inches, 24.3 cm2 (~38.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'microSD (dedicated slot)',,,"b'3.15 MP, AF'",b'LED flash',b'Yes',,,b'Yes',b'No',b'No',"b'2.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'2.0',b'',,"b'WAP 2.0/xHTML, HTML'",,,b'Optical joystick',b'150 MB ROM user available',,,,b'Gray',b'About 140 EUR',b'Class 10',b'Class 10',b'Removable Li-Ion 1500 mAh battery',"b'64 MB RAM, 256 MB ROM'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.66 W/kg (head)',b'Microsoft Windows Mobile 6.1 Professional',b'624 MHz',,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung J800 Luxe',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-j800.jpg',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2008, June. Released 2008, September'",b'Discontinued',b'99.5 x 47 x 15 mm (3.92 x 1.85 x 0.59 in)',b'',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.2 cm2 (~32.6% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'microSD (dedicated slot)',"b'1000 entries, Photo call'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',,b'Yes',b'Yes',b'',b'Yes',b'No',b'No',b'',b'No',"b'Stereo FM radio, RDS'",b'2.0',b'',"b'SMS, EMS, MMS, Email, RSS reader'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'","b'Mobile Tracker MP3/AAC/eACC+/WMA player MP4/3gp player Predictive text input Document viewer (Word, Excel, PowerPoint, PDF) Organizer'",b'Removable Li-Ion battery',,,,b'Black',b'About 120 EUR',,,,b'18 MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.62 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung M150',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-m150.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, July. Released 2008, December'",b'Discontinued',b'106.5 x 45.4 x 12.7 mm (4.19 x 1.79 x 0.5 in)',b'',b'Mini-SIM',"b'TFT, 256K colors'","b'1.77 inches, 9.9 cm2 (~20.4% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',b'No',b'Yes',"b'30 dialed, 30 received, 30 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',"b'FM radio, recording'",b'2.0',b'',b'SMS',b'WAP 2.0/xHTML',b'Yes',b'Yes',b'No',b'MP3/e-AAC+/WMA player Organizer Voice memo Predictive text input',,,,"b'Light Gray, Charcoal Gray, Pure White, Lavender Pink, Ice Blue'",b'About 90 EUR',b'Class 10',b'No',b'Removable Li-Ion 800 mAh battery',b'20 MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.84 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung M140',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-m140.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, June. Released 2009, Q2'",b'Discontinued',b'103 x 45 x 15 mm (4.06 x 1.77 x 0.59 in)',b'69 g (2.43 oz)',b'Mini-SIM',"b'CSTN,  65K colors'","b'2.1 inches, 14.2 cm2 (~30.7% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~86 ppi density)'",b'No',"b'Yes, up to 500 entries'","b'30 dialed, received, missed calls'",b'VGA',,b'No',,,b'Yes',b'No',b'No',b'No',b'No',b'Stereo FM radio',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',b'No',b'No',b'Organizer Mobile Tracker Voice memo Predictive text input',b'Up to 200 h',b'Up to 3 h',,b'Black',b'About 40 EUR',b'Class 10',b'No',b'Removable Li-Ion 800 mAh battery',b'2 MB',"b'Vibration, Polyphonic(16)'",,,b'0.62 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung M130',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-m130.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, June. Released 2008'",b'Discontinued',b'103.5 x 45 x 15 mm (4.07 x 1.77 x 0.59 in)',b'69.2 g (2.43 oz)',b'Mini-SIM',"b'CSTN,  65K colors'","b'1.52 inches, 7.5 cm2 (~16.0% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~119 ppi density)'",b'No',"b'Yes, up to 500 entries'","b'30 dialed, received, missed calls'",b'VGA',,b'No',,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'SMS',b'WAP 2.0/xHTML',b'SnowBallFight',b'No',b'No',b'Organizer Voice memo Predictive text input',,,,b'Black',,b'Class 10',b'Class 10',b'Removable battery',b'2 MB',b'Vibration; Downloadable polyphonic ringtones',,,b'0.36 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung L700',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-l700.jpg',b'GSM / UMTS',b'GSM 850 / 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2008, June. Released 2008, September'",b'Discontinued',b'109 x 46 x 12.8 mm (4.29 x 1.81 x 0.50 in)',b'107 g (3.77 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.1 inches, 13.9 cm2 (~27.7% screen-to-body ratio)'",b'176 x 220 pixels (~134 ppi density)',"b'microSD, up to 8 GB (dedicated slot)'","b'1000 entries, Photo call'","b'30 dialed, 30 received, 30 missed calls'",b'2 MP',b'LED flash',b'Yes',b'Yes',b'',b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',"b'Stereo FM radio, RDS'",b'2.0',b'',"b'SMS, EMS, MMS, Email'","b'WAP 2.0/xHTML, HTML'",b'Yes + downloadable',"b'Yes, MIDP 2.0'","b'MP3/AAC/eACC+/WMA player MP4/3gp player Predictive text input Document viewer (Word, Excel, PowerPoint, PDF) Organizer'",b'Removable Li-Ion 960 mAh battery',b'Up to 490 h (2G) / Up to 280 h (3G)',b'Up to 9 h 30 min (2G) / Up to 3 h (3G)',,"b'Titan Silver, Grayish Brown, Chargoal Gray, Noir Black, Rose Pink, Lilac Violet'",b'About 120 EUR',,,,b'40 MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.72 W/kg (head)',,,,,,,,,,,,b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 0.26 W/kg (body)',,,,,,,,b'Voice 77dB / Noise 70dB / Ring 77dB',,,b'Noise -78.0dB / Crosstalk -74.0dB',,,
b'samsung',b'Samsung i900 Omnia',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i900.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',"b'2008, June. Released 2008, July'",b'Discontinued',b'112 x 56.9 x 12.5 mm (4.41 x 2.24 x 0.49 in)',b'122 g (4.30 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors (65K effective)'","b'3.2 inches, 29.1 cm2 (~45.7% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~146 ppi density)'","b'microSD, up to 16 GB (dedicated slot)'",,,"b'5 MP, AF'",b'LED flash',b'Yes',b'Videocall camera',b'',b'Yes',b'No',b'Wi-Fi 802.11b/g',"b'2.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'2.0',b'Accelerometer',,"b'WAP 2.0/xHTML, HTML, RSS feeds'",,,b'Optical trackpad',b'Handwriting recognition',b'Up to 500 h (2G) / 450 h (3G)',b'Up to 5 h 50 min (2G) / 6 h 30 min (3G)',,b'Modern Black',b'About 160 EUR',,,b'Removable Li-Ion 1440 mAh battery',"b'8/16 GB, 128 MB RAM, 256 MB ROM'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,b'0.67 W/kg (head)',b'Microsoft Windows Mobile 6.1 Professional',b'Marvell PXA312 624 MHz',,,,,,,,,,b'0.39 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,,,,,,,b'Voice 70dB / Noise 64dB / Ring 75dB',,,b'Noise -79.3dB / Crosstalk -78.7dB',,,
